3yE1A84kYOqxQl6XeVKp;jGXBy7a4LbMY0Pw6Vdgl;500
3yE1A84kYOqxQl6XeVKp;P1vlVrzjLrgDQao8mGKM;30
3yE1A84kYOqxQl6XeVKp;3Zbym56qLxg5YBRp7Eek;20
6leApVoENkA2L7nRPy2D;jGXBy7a4LbMY0Pw6Vdgl;500
6leApVoENkA2L7nRPy2D;gGZ2J71yYKMyQMmjbown;10
6leApVoENkA2L7nRPy2D;JVM29l7kQZW5N80q6WDG;10
6leApVoENkVRQ7nRPy2D;ZqEegBydNwJ0QkA59J61;35
6leApVoENkVRQ7nRPy2D;q9pwa0kxLBnVLgVj136l;1
6leApVoENkXoY7nRPy2D;jGXBy7a4LbMY0Pw6Vdgl;500
6leApVoENkXoY7nRPy2D;Z6aDoyRnLy2yQpV5AGXm;10
6leApVoENkXoY7nRPy2D;XyeZRGx9YjD4QB80gWlP;8
6leApVoENkqZL7nRPy2D;3yE1A84kYOl3Ll6XeVKp;4
6leApVoENkqZL7nRPy2D;DBngxedVYJqlNX64wW8o;8
6leApVoENkqZL7nRPy2D;oaJydnOmQWlZNbgRe5ME;1
7eA59WrBQR3JNzb62qKv;7eA59WrBQRlKYzb62qKv;4
7eA59WrBQR3JNzb62qKv;P1vlVrzjLrgwQao8mGKM;3
7eA59WrBQR3JNzb62qKv;93R0qXalLlDyLAbn8DBg;1
7eA59WrBQRArLzb62qKv;BRn3x72JQ2DYzOMok418;500
7eA59WrBQRArLzb62qKv;ZjlPA8v9NMybNEyMe2Oa;25
7eA59WrBQRArLzb62qKv;P1vlVrzjLrgwQao8mGKM;40
7eA59WrBQRArLzb62qKv;XjEaOeBkLayrLlGwxVPq;40
7eA59WrBQREjLzb62qKv;gGZ2J71yYK9QMmjbown5;900
7eA59WrBQREjLzb62qKv;Ro31P7kZL6r6LveGxXOy;20
7eA59WrBQREjLzb62qKv;PjVDJez3LD6zNKWO08Ga;15
7eA59WrBQRErLzb62qKv;3yE1A84kYOwYl6XeVKpD;500
7eA59WrBQRErLzb62qKv;Z6aDoyRnLy2yQpV5AGXm;20
7eA59WrBQRErLzb62qKv;3yE1A84kYOl3Ll6XeVKp;45
7eA59WrBQRKjNzb62qKv;jGXBy7a4LbMY0Pw6Vdgl;500
7eA59WrBQRKjNzb62qKv;93R0qXalLlDyLAbn8DBg;3
7eA59WrBQRKjNzb62qKv;PjVDJez3LD6zNKWO08Ga;2
7eA59WrBQRqpLzb62qKv;jGXBy7a4LbWzQ0Pw6Vdg;20
7eA59WrBQRqpLzb62qKv;q9pwa0kxLBnVLgVj136l;1
7eA59WrBQRqyLzb62qKv;brz9RZnWN7yBLKAp0Mdl;20
7eA59WrBQRqyLzb62qKv;ZqEegBydNwJ0QkA59J61;50
7eA59WrBQRqyLzb62qKv;q9pwa0kxLBnVLgVj136l;1
93R0qXalLlMdQAbn8DBg;Z6aDoyRnLy2yQpV5AGXm;5
93R0qXalLlMdQAbn8DBg;JZdg5V3PQoD9NEyWq0zl;3
93R0qXalLlMdQAbn8DBg;JVM29l7kQZW5N80q6WDG;1
93R0qXalLlXxLAbn8DBg;gGZ2J71yYK9QMmjbown5;500
93R0qXalLlXxLAbn8DBg;ZjlPA8v9NMybNEyMe2Oa;15
93R0qXalLlXxLAbn8DBg;gGZ2J71yYKMyQMmjbown;50
93R0qXalLlXxLAbn8DBg;q9pwa0kxLBVpLgVj136l;15
93R0qXalLlXxLAbn8DBg;B2WEpv54NmORLj1xJrXk;5
B2WEpv54Nm6xYj1xJrXk;3Zbym56qLxg5YBRp7Eek;7
B2WEpv54Nm6xYj1xJrXk;q9pwa0kxLBnVLgVj136l;1
B2WEpv54NmrKYj1xJrXk;O2xMjGdBN5M6N9P1nyrv;1
B2WEpv54NmrKYj1xJrXk;oZwey82VNAKnLD0dXM3g;2
B2WEpv54NmrKYj1xJrXk;JZdg5V3PQoD9NEyWq0zl;4
BPjze3x2Q3ogQR85vgZV;O2xMjGdBN5M6N9P1nyrv;2
BPjze3x2Q3ogQR85vgZV;q9pwa0kxLBnVLgVj136l;1
BRn3x72JQ2MJLzOMok41;jGXBy7a4LbMY0Pw6Vdgl;500
BRn3x72JQ2MJLzOMok41;Ro31P7kZL6r6LveGxXOy;40
BRn3x72JQ2MJLzOMok41;brz9RZnWN7yBLKAp0Mdl;15
BRn3x72JQ2MJLzOMok41;gGZ2J71yYKMyQMmjbown;15
BRn3x72JQ2qXLzOMok41;jGXBy7a4LbMY0Pw6Vdgl;500
BRn3x72JQ2qXLzOMok41;gGZ2J71yYKMyQMmjbown;5
BRn3x72JQ2qXLzOMok41;yav4OK1wNER2YZP7rzJb;45
BRn3x72JQ2qXLzOMok41;zvjoJW96Y8mWL3RaAylw;10
BRn3x72JQ2xrYzOMok41;jGXBy7a4LbMY0Pw6Vdgl;500
BRn3x72JQ2xrYzOMok41;bAB1E9poQqDbLnakeJj5;30
BRn3x72JQ2xrYzOMok41;JZdg5V3PQoD9NEyWq0zl;25
DBngxedVYJJqYX64wW8o;jGXBy7a4LbWzQ0Pw6Vdg;10
DBngxedVYJJqYX64wW8o;gGZ2J71yYKMyQMmjbown;48
DBngxedVYJJqYX64wW8o;y7Do6jgkY01jL8BAdKX0;8
DBngxedVYJREYX64wW8o;jGXBy7a4LbMY0Pw6Vdgl;500
DBngxedVYJREYX64wW8o;y7Do6jgkY0VjQ8BAdKX0;20
DBngxedVYJREYX64wW8o;jGXBy7a4LbWzQ0Pw6Vdg;50
DBngxedVYJa0NX64wW8o;jGXBy7a4LbMY0Pw6Vdgl;500
DBngxedVYJa0NX64wW8o;bAB1E9poQqDbLnakeJj5;40
DBngxedVYJa0NX64wW8o;BRn3x72JQ26lQzOMok41;50
EWGwnXPlY178QJqekZ2R;jGXBy7a4LbMY0Pw6Vdgl;500
EWGwnXPlY178QJqekZ2R;O2xMjGdBN5MqN9P1nyrv;10
EWGwnXPlY178QJqekZ2R;JVM29l7kQZW5N80q6WDG;10
EWGwnXPlY1qAYJqekZ2R;jGXBy7a4LbMY0Pw6Vdgl;500
EWGwnXPlY1qAYJqekZ2R;27gw0k38L4qrQWevJxyK;3
EWGwnXPlY1qAYJqekZ2R;Ro31P7kZL6r6LveGxXOy;4
EWGwnXPlY1qAYJqekZ2R;3yE1A84kYOl3Ll6XeVKp;10
EWGwnXPlY1qAYJqekZ2R;JZdg5V3PQoD9NEyWq0zl;30
EWGwnXPlY1xyNJqekZ2R;BRn3x72JQ26lQzOMok41;38
EWGwnXPlY1xyNJqekZ2R;q9pwa0kxLBnVLgVj136l;1
ElzPeorXNV3BYaW0kv53;7eA59WrBQRlKYzb62qKv;4
ElzPeorXNV3BYaW0kv53;BRn3x72JQ26lQzOMok41;8
ElzPeorXNV3BYaW0kv53;0kK49j1VN9mxNq6B2doa;1
ElzPeorXNV4jLaW0kv53;ZqEegBydNwJ0QkA59J61;12
ElzPeorXNV4jLaW0kv53;oZwey82VNAKnLD0dXM3g;6
ElzPeorXNV4jLaW0kv53;JVM29l7kQZ0mY80q6WDG;1
ElzPeorXNV4pLaW0kv53;3Zbym56qLxg5YBRp7Eek;22
ElzPeorXNV4pLaW0kv53;XjEaOeBkLayrLlGwxVPq;25
ElzPeorXNV4pLaW0kv53;q9pwa0kxLBnVLgVj136l;1
ElzPeorXNVK8YaW0kv53;jGXBy7a4LbMY0Pw6Vdgl;500
ElzPeorXNVK8YaW0kv53;Ro31P7kZL6r6LveGxXOy;4
ElzPeorXNVK8YaW0kv53;PjVDJez3LD6zNKWO08Ga;4
ElzPeorXNVK8YaW0kv53;y7Do6jgkY01jL8BAdKX0;5
ElzPeorXNVZ3NaW0kv53;3yE1A84kYOwYl6XeVKpD;500
ElzPeorXNVZ3NaW0kv53;y7Do6jgkY0VjQ8BAdKX0;15
ElzPeorXNVZ3NaW0kv53;93R0qXalLlDyLAbn8DBg;4
ElzPeorXNVp3LaW0kv53;BRn3x72JQ2DYzOMok418;500
ElzPeorXNVp3LaW0kv53;XyeZRGx9YjD4QB80gWlP;15
ElzPeorXNVp3LaW0kv53;Z6aDoyRnLy26QpV5AGXm;20
JVM29l7kQZ2KQ80q6WDG;gGZ2J71yYK9QMmjbown5;500
JVM29l7kQZ2KQ80q6WDG;XyeZRGx9YjD4QB80gWlP;12
JVM29l7kQZ2KQ80q6WDG;ZjlPA8v9NMybNEyMe2Oa;15
JVM29l7kQZ2KQ80q6WDG;1rZXlwg5YvkwLk9joDmG;60
JVM29l7kQZ2KQ80q6WDG;RVrBKlPdNdOxQWG8xJe9;1
JVM29l7kQZ3MN80q6WDG;Z6aDoyRnLy2yQpV5AGXm;5
JVM29l7kQZ6mQ80q6WDG;gGZ2J71yYK9QMmjbown5;500
JVM29l7kQZ6mQ80q6WDG;Z6aDoyRnLy26QpV5AGXm;30
JVM29l7kQZ6mQ80q6WDG;DBngxedVYJqlNX64wW8o;20
JVM29l7kQZ6mQ80q6WDG;1rZXlwg5YvkwLk9joDmG;20
JVM29l7kQZ6mQ80q6WDG;Rv5g4z1dQnEGLqy32jpG;30
JVM29l7kQZDmY80q6WDG;XyeZRGx9YjKLB80gWlPa;300
JVM29l7kQZDmY80q6WDG;Ro31P7kZL6AYveGxXOy5;200
JVM29l7kQZDmY80q6WDG;brz9RZnWN7yBLKAp0Mdl;5
JVM29l7kQZDmY80q6WDG;27gw0k38L4qZQWevJxyK;5
JVM29l7kQZDmY80q6WDG;O2xMjGdBN5M6N9P1nyrv;2
JVM29l7kQZDmY80q6WDG;oaJydnOmQWlZNbgRe5ME;6
JVM29l7kQZxeY80q6WDG;gGZ2J71yYK9QMmjbown5;500
JVM29l7kQZxeY80q6WDG;JVM29l7kQZW5N80q6WDG;12
JVM29l7kQZxeY80q6WDG;zvjoJW96Y8mWL3RaAylw;30
JZdg5V3PQo4vNEyWq0zl;7eA59WrBQRpYzb62qKvp;20
JZdg5V3PQo4vNEyWq0zl;ZjlPA8v9NMyyNEyMe2Oa;3
JZdg5V3PQo4vNEyWq0zl;P1vlVrzjLrgwQao8mGKM;6
JZdg5V3PQobyLEyWq0zl;XyeZRGx9YjKLB80gWlPa;300
JZdg5V3PQobyLEyWq0zl;Ro31P7kZL6AYveGxXOy5;200
JZdg5V3PQobyLEyWq0zl;JZdg5V3PQoD9NEyWq0zl;12
JZdg5V3PQobyLEyWq0zl;JVM29l7kQZW5N80q6WDG;15
JZdg5V3PQobyLEyWq0zl;njoPWKDkLXeAQ06ZOX79;10
JZdg5V3PQoerYEyWq0zl;BRn3x72JQ2DYzOMok418;500
JZdg5V3PQoerYEyWq0zl;BPjze3x2Q31OYR85vgZV;65
JZdg5V3PQoerYEyWq0zl;EWGwnXPlY111YJqekZ2R;75
JZdg5V3PQoz1LEyWq0zl;jGXBy7a4LbMY0Pw6Vdgl;500
JZdg5V3PQoz1LEyWq0zl;P1vlVrzjLrgDQao8mGKM;60
O2xMjGdBN56MY9P1nyrv;O2xMjGdBN5M6N9P1nyrv;3
O2xMjGdBN56MY9P1nyrv;DBngxedVYJqlNX64wW8o;35
O2xMjGdBN56MY9P1nyrv;q9pwa0kxLBnVLgVj136l;1
O2xMjGdBN5E2N9P1nyrv;BRn3x72JQ2DYzOMok418;500
O2xMjGdBN5E2N9P1nyrv;dgBq1boWYek4QkJ3rXaD;30
O2xMjGdBN5E2N9P1nyrv;bAB1E9poQqDbLnakeJj5;12
O2xMjGdBN5E2N9P1nyrv;BRn3x72JQ26lQzOMok41;50
O2xMjGdBN5E2N9P1nyrv;j98bO5w1QPvlY3xkREVJ;15
P1vlVrzjLr89Nao8mGKM;ZjlPA8v9NMybNEyMe2Oa;14
P1vlVrzjLr89Nao8mGKM;P1vlVrzjLrgwQao8mGKM;60
P1vlVrzjLr89Nao8mGKM;93R0qXalLl9xQAbn8DBg;1
P1vlVrzjLr8RNao8mGKM;O2xMjGdBN5MqN9P1nyrv;9
P1vlVrzjLr8RNao8mGKM;q9pwa0kxLBnVLgVj136l;1
P1vlVrzjLrdbNao8mGKM;jGXBy7a4LbMY0Pw6Vdgl;500
P1vlVrzjLrdbNao8mGKM;y7Do6jgkY0VjQ8BAdKX0;20
P1vlVrzjLrdbNao8mGKM;93R0qXalLlDyLAbn8DBg;8
PjVDJez3LDPJLKWO08Ga;BRn3x72JQ2DYzOMok418;500
PjVDJez3LDPJLKWO08Ga;93R0qXalLlDyLAbn8DBg;5
PjVDJez3LDPJLKWO08Ga;RVrBKlPdNdOxQWG8xJe9;10
RVrBKlPdNd3yQWG8xJe9;oaJydnOmQWlZNbgRe5ME;1
RVrBKlPdNd3yQWG8xJe9;oZwey82VNAKnLD0dXM3g;2
RVrBKlPdNd3yQWG8xJe9;JZdg5V3PQoD9NEyWq0zl;4
RVrBKlPdNdpVNWG8xJe9;gGZ2J71yYKMyQMmjbown;18
RVrBKlPdNdpVNWG8xJe9;JZdg5V3PQoXyNEyWq0zl;1
Ro31P7kZL675QveGxXOy;3Zbym56qLxg5YBRp7Eek;40
Ro31P7kZL675QveGxXOy;njoPWKDkLXeAQ06ZOX79;25
Ro31P7kZL675QveGxXOy;q9pwa0kxLBnVLgVj136l;1
Ro31P7kZL67AQveGxXOy;27gw0k38L4qZQWevJxyK;3
Ro31P7kZL67AQveGxXOy;BRn3x72JQ26lQzOMok41;20
Ro31P7kZL67AQveGxXOy;JVM29l7kQZ0mY80q6WDG;1
Ro31P7kZL6EoYveGxXOy;jGXBy7a4LbMY0Pw6Vdgl;500
Ro31P7kZL6EoYveGxXOy;27gw0k38L4qrQWevJxyK;5
Ro31P7kZL6EoYveGxXOy;JZdg5V3PQoD9NEyWq0zl;30
Ro31P7kZL6MJYveGxXOy;DBngxedVYJPQX64wW8oa;500
Ro31P7kZL6MJYveGxXOy;3yE1A84kYOl3Ll6XeVKp;12
Ro31P7kZL6MJYveGxXOy;PjVDJez3LD6zNKWO08Ga;8
Ro31P7kZL6aoYveGxXOy;BRn3x72JQ2DYzOMok418;500
Ro31P7kZL6aoYveGxXOy;27gw0k38L4qrQWevJxyK;15
Ro31P7kZL6aoYveGxXOy;XyeZRGx9YjD4QB80gWlP;10
Ro31P7kZL6aoYveGxXOy;27gw0k38L4qZQWevJxyK;5
Ro31P7kZL6aoYveGxXOy;j98bO5w1QPvlY3xkREVJ;5
Rv5g4z1dQnXKYqy32jpG;jGXBy7a4LbMY0Pw6Vdgl;500
Rv5g4z1dQnXKYqy32jpG;XyeZRGx9YjD4QB80gWlP;8
Rv5g4z1dQnXKYqy32jpG;93R0qXalLlDyLAbn8DBg;3
Rv5g4z1dQnm6Lqy32jpG;jGXBy7a4LbMY0Pw6Vdgl;500
Rv5g4z1dQnm6Lqy32jpG;27gw0k38L4qrQWevJxyK;5
Rv5g4z1dQnm6Lqy32jpG;O2xMjGdBN5MqN9P1nyrv;10
Rv5g4z1dQnm6Lqy32jpG;njoPWKDkLXeAQ06ZOX79;15
Rv5g4z1dQnp9Yqy32jpG;7eA59WrBQRlKYzb62qKv;8
Rv5g4z1dQnp9Yqy32jpG;q9pwa0kxLBnVLgVj136l;1
XjEaOeBkLa3ONlGwxVPq;P1vlVrzjLrgwQao8mGKM;6
XjEaOeBkLa3ONlGwxVPq;Z6aDoyRnLy26QpV5AGXm;3
XjEaOeBkLakMNlGwxVPq;27gw0k38L4qrQWevJxyK;5
XjEaOeBkLakMNlGwxVPq;q9pwa0kxLBnVLgVj136l;1
XyeZRGx9Yj2nYB80gWlP;DBngxedVYJPQX64wW8oa;500
XyeZRGx9Yj2nYB80gWlP;27gw0k38L4qrQWevJxyK;8
XyeZRGx9Yj2nYB80gWlP;dgBq1boWYek4QkJ3rXaD;15
XyeZRGx9Yj2nYB80gWlP;ElzPeorXNVlxLaW0kv53;15
XyeZRGx9Yj7PLB80gWlP;BRn3x72JQ26lQzOMok41;8
XyeZRGx9Yj7PLB80gWlP;0kK49j1VN9mxNq6B2doa;1
XyeZRGx9Yj7PLB80gWlP;BPjze3x2Q31OYR85vgZV;5
XyeZRGx9YjJ1YB80gWlP;BRn3x72JQ2DYzOMok418;500
XyeZRGx9YjJ1YB80gWlP;O2xMjGdBN5MqN9P1nyrv;20
XyeZRGx9YjJ1YB80gWlP;Ro31P7kZL6r6LveGxXOy;64
XyeZRGx9YjJ1YB80gWlP;brz9RZnWN7yBLKAp0Mdl;15
XyeZRGx9YjP2QB80gWlP;O2xMjGdBN5MqN9P1nyrv;7
XyeZRGx9YjP2QB80gWlP;zvjoJW96Y8mWL3RaAylw;7
XyeZRGx9YjP2QB80gWlP;93R0qXalLl9xQAbn8DBg;1
XyeZRGx9YjPKQB80gWlP;BPjze3x2Q31OYR85vgZV;8
XyeZRGx9YjPKQB80gWlP;q9pwa0kxLBnVLgVj136l;1
XyeZRGx9YjXnQB80gWlP;BRn3x72JQ2DYzOMok418;500
XyeZRGx9YjXnQB80gWlP;ZjlPA8v9NMyyNEyMe2Oa;30
XyeZRGx9YjXnQB80gWlP;dgBq1boWYek4QkJ3rXaD;30
XyeZRGx9YjZ1YB80gWlP;jGXBy7a4LbMY0Pw6Vdgl;500
XyeZRGx9YjZ1YB80gWlP;O2xMjGdBN5M6N9P1nyrv;3
XyeZRGx9YjZ1YB80gWlP;3yE1A84kYOl3Ll6XeVKp;30
Z6aDoyRnLy4oYpV5AGXm;BRn3x72JQ2DYzOMok418;500
Z6aDoyRnLy4oYpV5AGXm;BRn3x72JQ26lQzOMok41;50
Z6aDoyRnLy4oYpV5AGXm;yav4OK1wNER2YZP7rzJb;5
Z6aDoyRnLy4oYpV5AGXm;oaJydnOmQWlZNbgRe5ME;6
Z6aDoyRnLy4oYpV5AGXm;oZwey82VNAKnLD0dXM3g;5
Z6aDoyRnLy8kYpV5AGXm;dgBq1boWYek4QkJ3rXaD;8
Z6aDoyRnLy8kYpV5AGXm;q9pwa0kxLBnVLgVj136l;1
Z6aDoyRnLylJYpV5AGXm;jGXBy7a4LbMY0Pw6Vdgl;500
Z6aDoyRnLylJYpV5AGXm;0kK49j1VN9mxNq6B2doa;7
ZjlPA8v9NMEpNEyMe2Oa;jGXBy7a4LbMY0Pw6Vdgl;500
ZjlPA8v9NMEpNEyMe2Oa;P1vlVrzjLrgDQao8mGKM;40
ZjlPA8v9NMEpNEyMe2Oa;bAB1E9poQqDbLnakeJj5;50
ZjlPA8v9NMRXYEyMe2Oa;P1vlVrzjLrgwQao8mGKM;12
ZjlPA8v9NMRXYEyMe2Oa;Z6aDoyRnLy26QpV5AGXm;19
ZjlPA8v9NMRXYEyMe2Oa;q9pwa0kxLBnVLgVj136l;1
ZjlPA8v9NMRnYEyMe2Oa;doyA279pNzlRLKRDEWm8;35
ZjlPA8v9NMRnYEyMe2Oa;dgBq1boWYem4YkJ3rXaD;15
ZjlPA8v9NMRnYEyMe2Oa;q9pwa0kxLBnVLgVj136l;1
ZjlPA8v9NMxmQEyMe2Oa;jGXBy7a4LbMY0Pw6Vdgl;500
ZjlPA8v9NMxmQEyMe2Oa;93R0qXalLlDyLAbn8DBg;5
ZjlPA8v9NMxmQEyMe2Oa;B2WEpv54NmORLj1xJrXk;4
ZqEegBydNwpzYkA59J61;BRn3x72JQ2DYzOMok418;500
ZqEegBydNwpzYkA59J61;27gw0k38L4qrQWevJxyK;20
ZqEegBydNwpzYkA59J61;ZqEegBydNwJ0QkA59J61;25
ZqEegBydNwvoQkA59J61;XyeZRGx9YjKLB80gWlPa;300
ZqEegBydNwvoQkA59J61;Ro31P7kZL6AYveGxXOy5;150
ZqEegBydNwvoQkA59J61;y7Do6jgkY0VjQ8BAdKX0;20
ZqEegBydNwvoQkA59J61;DBngxedVYJqlNX64wW8o;25
ZqEegBydNwvoQkA59J61;BRn3x72JQ26lQzOMok41;15
ZqEegBydNwvoQkA59J61;ZqEegBydNwJ0QkA59J61;20
ZqEegBydNwzzQkA59J61;jGXBy7a4LbMY0Pw6Vdgl;500
ZqEegBydNwzzQkA59J61;P1vlVrzjLrgDQao8mGKM;20
ZqEegBydNwzzQkA59J61;brz9RZnWN7yBLKAp0Mdl;14
ZqEegBydNwzzQkA59J61;JZdg5V3PQoD9NEyWq0zl;10
bAB1E9poQq8VLnakeJj5;Z6aDoyRnLy26QpV5AGXm;15
bAB1E9poQq8VLnakeJj5;j98bO5w1QPvlY3xkREVJ;7
bAB1E9poQq8VLnakeJj5;q9pwa0kxLBnVLgVj136l;1
bAB1E9poQq8kLnakeJj5;P1vlVrzjLrgwQao8mGKM;12
bAB1E9poQq8kLnakeJj5;O2xMjGdBN5M6N9P1nyrv;1
bAB1E9poQq8kLnakeJj5;q9pwa0kxLBnVLgVj136l;1
bAB1E9poQqn0NnakeJj5;gGZ2J71yYK9QMmjbown5;500
bAB1E9poQqn0NnakeJj5;O2xMjGdBN5MqN9P1nyrv;40
bAB1E9poQqn0NnakeJj5;oZwey82VNAKnLD0dXM3g;5
bAB1E9poQqn0NnakeJj5;q9pwa0kxLBVpLgVj136l;10
bAB1E9poQqx0LnakeJj5;jGXBy7a4LbMY0Pw6Vdgl;15
bAB1E9poQqx0LnakeJj5;ZjlPA8v9NMybNEyMe2Oa;60
bAB1E9poQqx0LnakeJj5;q9pwa0kxLBVpLgVj136l;25
brz9RZnWN759LKAp0Mdl;BRn3x72JQ2DYzOMok418;500
brz9RZnWN759LKAp0Mdl;lrx463VdQgD9N5w1zWKP;10
brz9RZnWN759LKAp0Mdl;DBngxedVYJqlNX64wW8o;20
brz9RZnWN759LKAp0Mdl;JZdg5V3PQoD9NEyWq0zl;50
brz9RZnWN759LKAp0Mdl;j98bO5w1QPvlY3xkREVJ;5
brz9RZnWN7qDLKAp0Mdl;bAB1E9poQqDbLnakeJj5;15
brz9RZnWN7qDLKAp0Mdl;27gw0k38L4qZQWevJxyK;15
brz9RZnWN7qDLKAp0Mdl;q9pwa0kxLBnVLgVj136l;1
brz9RZnWN7qaLKAp0Mdl;O2xMjGdBN5M6N9P1nyrv;1
brz9RZnWN7qaLKAp0Mdl;q9pwa0kxLBVpLgVj136l;4
brz9RZnWN7qaLKAp0Mdl;JVM29l7kQZ0mY80q6WDG;1
