"id","Count","Price","ItemId"
103,963,25,"0kK49j1VN9yNq6B2doap"
104,25896,27,"0kK49j1VN9yNq6B2doap"
105,23775,28,"0kK49j1VN9yNq6B2doap"
106,117693,33,"0kK49j1VN9yNq6B2doap"
107,112507,33,"0kK49j1VN9yNq6B2doap"
108,90445,33,"0kK49j1VN9yNq6B2doap"
109,6761,34,"0kK49j1VN9yNq6B2doap"
110,20,35,"0kK49j1VN9yNq6B2doap"
111,46,88,"0kK49j1VN9yNq6B2doap"
112,66666,666,"0kK49j1VN9yNq6B2doap"
113,1,10000000,"0kK49j1VN9yNq6B2doap"
114,1,100000,"1rZXlwg5Yv1aNk9joDmG"
115,1,23400,"1rZXlwg5Yv2GYk9joDmG"
116,1,23500,"1rZXlwg5Yv2GYk9joDmG"
117,1,23900,"1rZXlwg5Yv2GYk9joDmG"
118,1,23997,"1rZXlwg5Yv2GYk9joDmG"
119,1,23998,"1rZXlwg5Yv2GYk9joDmG"
120,1,30000,"1rZXlwg5Yv2GYk9joDmG"
121,1,250000,"1rZXlwg5Yv2GYk9joDmG"
122,438,12,"1rZXlwg5Yv48Qk9joDmG"
123,362,12,"1rZXlwg5Yv48Qk9joDmG"
124,356,12,"1rZXlwg5Yv48Qk9joDmG"
125,200,12,"1rZXlwg5Yv48Qk9joDmG"
126,168,12,"1rZXlwg5Yv48Qk9joDmG"
127,425,13,"1rZXlwg5Yv48Qk9joDmG"
128,300,13,"1rZXlwg5Yv48Qk9joDmG"
129,279,13,"1rZXlwg5Yv48Qk9joDmG"
130,208,13,"1rZXlwg5Yv48Qk9joDmG"
131,100,13,"1rZXlwg5Yv48Qk9joDmG"
132,310,14,"1rZXlwg5Yv48Qk9joDmG"
133,290,14,"1rZXlwg5Yv48Qk9joDmG"
134,260,14,"1rZXlwg5Yv48Qk9joDmG"
135,100,14,"1rZXlwg5Yv48Qk9joDmG"
136,500,15,"1rZXlwg5Yv48Qk9joDmG"
137,778,9,"1rZXlwg5Yv8Qk9joDmGe"
138,1846,10,"1rZXlwg5Yv8Qk9joDmGe"
139,182,10,"1rZXlwg5Yv8Qk9joDmGe"
140,1482,11,"1rZXlwg5Yv8Qk9joDmGe"
141,1329,11,"1rZXlwg5Yv8Qk9joDmGe"
142,556,11,"1rZXlwg5Yv8Qk9joDmGe"
143,300,11,"1rZXlwg5Yv8Qk9joDmGe"
144,203,11,"1rZXlwg5Yv8Qk9joDmGe"
145,187,11,"1rZXlwg5Yv8Qk9joDmGe"
146,121,11,"1rZXlwg5Yv8Qk9joDmGe"
147,3569,12,"1rZXlwg5Yv8Qk9joDmGe"
148,1392,12,"1rZXlwg5Yv8Qk9joDmGe"
149,1036,12,"1rZXlwg5Yv8Qk9joDmGe"
150,1014,12,"1rZXlwg5Yv8Qk9joDmGe"
151,966,12,"1rZXlwg5Yv8Qk9joDmGe"
152,14,700,"1rZXlwg5YvR8Yk9joDmG"
153,5,799,"1rZXlwg5YvR8Yk9joDmG"
154,4,900,"1rZXlwg5YvR8Yk9joDmG"
155,1,995,"1rZXlwg5YvR8Yk9joDmG"
156,1,995,"1rZXlwg5YvR8Yk9joDmG"
157,23,999,"1rZXlwg5YvR8Yk9joDmG"
158,9,1000,"1rZXlwg5YvR8Yk9joDmG"
159,2,1100,"1rZXlwg5YvR8Yk9joDmG"
160,3,1250,"1rZXlwg5YvR8Yk9joDmG"
161,17,1347,"1rZXlwg5YvR8Yk9joDmG"
162,19,1400,"1rZXlwg5YvR8Yk9joDmG"
163,16,1400,"1rZXlwg5YvR8Yk9joDmG"
164,3,1449,"1rZXlwg5YvR8Yk9joDmG"
165,2,1500,"1rZXlwg5YvR8Yk9joDmG"
166,10,1900,"1rZXlwg5YvR8Yk9joDmG"
167,76,62,"1rZXlwg5YveVNk9joDmG"
168,45,62,"1rZXlwg5YveVNk9joDmG"
169,45,62,"1rZXlwg5YveVNk9joDmG"
170,99,63,"1rZXlwg5YveVNk9joDmG"
171,66,63,"1rZXlwg5YveVNk9joDmG"
172,41,63,"1rZXlwg5YveVNk9joDmG"
173,23,63,"1rZXlwg5YveVNk9joDmG"
174,20,63,"1rZXlwg5YveVNk9joDmG"
175,19,63,"1rZXlwg5YveVNk9joDmG"
176,16,63,"1rZXlwg5YveVNk9joDmG"
177,8,64,"1rZXlwg5YveVNk9joDmG"
178,5,64,"1rZXlwg5YveVNk9joDmG"
179,1,64,"1rZXlwg5YveVNk9joDmG"
180,11,65,"1rZXlwg5YveVNk9joDmG"
181,1,65,"1rZXlwg5YveVNk9joDmG"
182,1,115,"1rZXlwg5YvkwLk9joDmG"
183,1,120,"1rZXlwg5YvkwLk9joDmG"
184,1,120,"1rZXlwg5YvkwLk9joDmG"
185,2,123,"1rZXlwg5YvkwLk9joDmG"
186,4,125,"1rZXlwg5YvkwLk9joDmG"
187,1,125,"1rZXlwg5YvkwLk9joDmG"
188,1,125,"1rZXlwg5YvkwLk9joDmG"
189,3,130,"1rZXlwg5YvkwLk9joDmG"
190,6,133,"1rZXlwg5YvkwLk9joDmG"
191,5,150,"1rZXlwg5YvkwLk9joDmG"
192,3,150,"1rZXlwg5YvkwLk9joDmG"
193,17,159,"1rZXlwg5YvkwLk9joDmG"
194,9,160,"1rZXlwg5YvkwLk9joDmG"
195,2,160,"1rZXlwg5YvkwLk9joDmG"
196,365,165,"1rZXlwg5YvkwLk9joDmG"
197,1,5700,"1rZXlwg5YvoGLk9joDmG"
198,1,5750,"1rZXlwg5YvoGLk9joDmG"
199,1,6000,"1rZXlwg5YvoGLk9joDmG"
200,1,6000,"1rZXlwg5YvoGLk9joDmG"
201,1,6000,"1rZXlwg5YvoGLk9joDmG"
202,1,6200,"1rZXlwg5YvoGLk9joDmG"
203,1,6340,"1rZXlwg5YvoGLk9joDmG"
204,1,6500,"1rZXlwg5YvoGLk9joDmG"
205,1,6500,"1rZXlwg5YvoGLk9joDmG"
206,1,6888,"1rZXlwg5YvoGLk9joDmG"
207,1,6900,"1rZXlwg5YvoGLk9joDmG"
208,1,6998,"1rZXlwg5YvoGLk9joDmG"
209,2,7000,"1rZXlwg5YvoGLk9joDmG"
210,1,7498,"1rZXlwg5YvoGLk9joDmG"
211,1,7500,"1rZXlwg5YvoGLk9joDmG"
212,8,53,"1rZXlwg5YvvVYk9joDmG"
213,173,54,"1rZXlwg5YvvVYk9joDmG"
214,40,54,"1rZXlwg5YvvVYk9joDmG"
215,1,54,"1rZXlwg5YvvVYk9joDmG"
216,39,55,"1rZXlwg5YvvVYk9joDmG"
217,29,55,"1rZXlwg5YvvVYk9joDmG"
218,29,55,"1rZXlwg5YvvVYk9joDmG"
219,28,55,"1rZXlwg5YvvVYk9joDmG"
220,28,55,"1rZXlwg5YvvVYk9joDmG"
221,28,55,"1rZXlwg5YvvVYk9joDmG"
222,28,55,"1rZXlwg5YvvVYk9joDmG"
223,27,55,"1rZXlwg5YvvVYk9joDmG"
224,25,55,"1rZXlwg5YvvVYk9joDmG"
225,22,55,"1rZXlwg5YvvVYk9joDmG"
226,10,55,"1rZXlwg5YvvVYk9joDmG"
227,2,19999,"27gw0k38L412QWevJxyK"
228,3,20000,"27gw0k38L412QWevJxyK"
229,2,40000,"27gw0k38L412QWevJxyK"
230,1,49999,"27gw0k38L412QWevJxyK"
231,2,85000,"27gw0k38L412QWevJxyK"
232,1,85000,"27gw0k38L412QWevJxyK"
233,5,63,"27gw0k38L42wNWevJxyK"
234,1,63,"27gw0k38L42wNWevJxyK"
235,5,64,"27gw0k38L42wNWevJxyK"
236,4,65,"27gw0k38L42wNWevJxyK"
237,5,66,"27gw0k38L42wNWevJxyK"
238,5,67,"27gw0k38L42wNWevJxyK"
239,14,68,"27gw0k38L42wNWevJxyK"
240,5,68,"27gw0k38L42wNWevJxyK"
241,69,69,"27gw0k38L42wNWevJxyK"
242,14,69,"27gw0k38L42wNWevJxyK"
243,14,69,"27gw0k38L42wNWevJxyK"
244,119,73,"27gw0k38L42wNWevJxyK"
245,266,75,"27gw0k38L42wNWevJxyK"
246,2,75,"27gw0k38L42wNWevJxyK"
247,1,80,"27gw0k38L42wNWevJxyK"
248,34,48,"27gw0k38L42xNWevJxyK"
249,31,48,"27gw0k38L42xNWevJxyK"
250,1,48,"27gw0k38L42xNWevJxyK"
251,64,49,"27gw0k38L42xNWevJxyK"
252,4,49,"27gw0k38L42xNWevJxyK"
253,28,50,"27gw0k38L42xNWevJxyK"
254,28,50,"27gw0k38L42xNWevJxyK"
255,28,50,"27gw0k38L42xNWevJxyK"
256,2,50,"27gw0k38L42xNWevJxyK"
257,2,50,"27gw0k38L42xNWevJxyK"
258,24,54,"27gw0k38L42xNWevJxyK"
259,16,54,"27gw0k38L42xNWevJxyK"
260,3,54,"27gw0k38L42xNWevJxyK"
261,417,55,"27gw0k38L42xNWevJxyK"
262,85,55,"27gw0k38L42xNWevJxyK"
263,1,789,"27gw0k38L44xLWevJxyK"
264,1,799,"27gw0k38L44xLWevJxyK"
265,1,800,"27gw0k38L44xLWevJxyK"
266,1,900,"27gw0k38L44xLWevJxyK"
267,1,900,"27gw0k38L44xLWevJxyK"
268,2,918,"27gw0k38L44xLWevJxyK"
269,2,918,"27gw0k38L44xLWevJxyK"
270,51,920,"27gw0k38L44xLWevJxyK"
271,1,920,"27gw0k38L44xLWevJxyK"
272,7,940,"27gw0k38L44xLWevJxyK"
273,32,950,"27gw0k38L44xLWevJxyK"
274,1,950,"27gw0k38L44xLWevJxyK"
275,7,960,"27gw0k38L44xLWevJxyK"
276,3,1000,"27gw0k38L44xLWevJxyK"
277,2,1000,"27gw0k38L44xLWevJxyK"
278,1,9998,"27gw0k38L47EYWevJxyK"
279,1,15000,"27gw0k38L47EYWevJxyK"
280,1,29999,"27gw0k38L47EYWevJxyK"
281,1,66999,"27gw0k38L4RwNWevJxyK"
282,1,68000,"27gw0k38L4RwNWevJxyK"
283,3,74500,"27gw0k38L4RwNWevJxyK"
284,2,75000,"27gw0k38L4RwNWevJxyK"
285,33,63,"27gw0k38L4XwLWevJxyK"
286,326,64,"27gw0k38L4XwLWevJxyK"
287,119,64,"27gw0k38L4XwLWevJxyK"
288,36,64,"27gw0k38L4XwLWevJxyK"
289,85,66,"27gw0k38L4XwLWevJxyK"
290,60,66,"27gw0k38L4XwLWevJxyK"
291,204,67,"27gw0k38L4XwLWevJxyK"
292,1,68,"27gw0k38L4XwLWevJxyK"
293,6,71,"27gw0k38L4XwLWevJxyK"
294,94,74,"27gw0k38L4XwLWevJxyK"
295,15,76,"27gw0k38L4XwLWevJxyK"
296,37,78,"27gw0k38L4XwLWevJxyK"
297,50,80,"27gw0k38L4XwLWevJxyK"
298,1,100,"27gw0k38L4XwLWevJxyK"
299,2,190,"27gw0k38L4XwLWevJxyK"
300,4,19000,"27gw0k38L4drLWevJxyK"
301,1,40000,"27gw0k38L4drLWevJxyK"
302,1,54000,"27gw0k38L4drLWevJxyK"
303,1,55000,"27gw0k38L4drLWevJxyK"
304,1,988,"27gw0k38L4jxNWevJxyK"
305,1,989,"27gw0k38L4jxNWevJxyK"
306,2,990,"27gw0k38L4jxNWevJxyK"
307,1,990,"27gw0k38L4jxNWevJxyK"
308,1,990,"27gw0k38L4jxNWevJxyK"
309,3,999,"27gw0k38L4jxNWevJxyK"
310,11,1000,"27gw0k38L4jxNWevJxyK"
311,2,1000,"27gw0k38L4jxNWevJxyK"
312,1,1000,"27gw0k38L4jxNWevJxyK"
313,1,1000,"27gw0k38L4jxNWevJxyK"
314,1,1000,"27gw0k38L4jxNWevJxyK"
315,1,1244,"27gw0k38L4jxNWevJxyK"
316,1,1245,"27gw0k38L4jxNWevJxyK"
317,1,1246,"27gw0k38L4jxNWevJxyK"
318,2,1250,"27gw0k38L4jxNWevJxyK"
319,18,40,"27gw0k38L4nENWevJxyK"
320,37,45,"27gw0k38L4nENWevJxyK"
321,3,59,"27gw0k38L4nENWevJxyK"
322,26,65,"27gw0k38L4nENWevJxyK"
323,6,69,"27gw0k38L4nENWevJxyK"
324,244,75,"27gw0k38L4nENWevJxyK"
325,2,129,"27gw0k38L4nENWevJxyK"
326,3,138,"27gw0k38L4nENWevJxyK"
327,1,199,"27gw0k38L4nENWevJxyK"
328,1,298,"27gw0k38L4nENWevJxyK"
329,28,300,"27gw0k38L4nENWevJxyK"
330,27,300,"27gw0k38L4nENWevJxyK"
331,1,500,"27gw0k38L4nENWevJxyK"
332,10,950,"27gw0k38L4nENWevJxyK"
333,100,33,"27gw0k38L4pwLWevJxyK"
334,414,34,"27gw0k38L4pwLWevJxyK"
335,342,34,"27gw0k38L4pwLWevJxyK"
336,2169,35,"27gw0k38L4pwLWevJxyK"
337,267,35,"27gw0k38L4pwLWevJxyK"
338,248,35,"27gw0k38L4pwLWevJxyK"
339,247,35,"27gw0k38L4pwLWevJxyK"
340,176,35,"27gw0k38L4pwLWevJxyK"
341,163,35,"27gw0k38L4pwLWevJxyK"
342,124,35,"27gw0k38L4pwLWevJxyK"
343,21626,40,"27gw0k38L4pwLWevJxyK"
344,881,50,"27gw0k38L4pwLWevJxyK"
345,643,50,"27gw0k38L4pwLWevJxyK"
346,7,41,"27gw0k38L4qZQWevJxyK"
347,7,41,"27gw0k38L4qZQWevJxyK"
348,5,41,"27gw0k38L4qZQWevJxyK"
349,3,41,"27gw0k38L4qZQWevJxyK"
350,47,42,"27gw0k38L4qZQWevJxyK"
351,7,43,"27gw0k38L4qZQWevJxyK"
352,14,44,"27gw0k38L4qZQWevJxyK"
353,13,44,"27gw0k38L4qZQWevJxyK"
354,68,45,"27gw0k38L4qZQWevJxyK"
355,6,45,"27gw0k38L4qZQWevJxyK"
356,3,50,"27gw0k38L4qZQWevJxyK"
357,2,50,"27gw0k38L4qZQWevJxyK"
358,74,54,"27gw0k38L4qZQWevJxyK"
359,181,55,"27gw0k38L4qZQWevJxyK"
360,8,55,"27gw0k38L4qZQWevJxyK"
361,1,485,"27gw0k38L4qrQWevJxyK"
362,3,490,"27gw0k38L4qrQWevJxyK"
363,1,490,"27gw0k38L4qrQWevJxyK"
364,1,495,"27gw0k38L4qrQWevJxyK"
365,1,499,"27gw0k38L4qrQWevJxyK"
366,24,500,"27gw0k38L4qrQWevJxyK"
367,6,500,"27gw0k38L4qrQWevJxyK"
368,3,500,"27gw0k38L4qrQWevJxyK"
369,1,500,"27gw0k38L4qrQWevJxyK"
370,1,500,"27gw0k38L4qrQWevJxyK"
371,1,510,"27gw0k38L4qrQWevJxyK"
372,2,530,"27gw0k38L4qrQWevJxyK"
373,4,540,"27gw0k38L4qrQWevJxyK"
374,47,550,"27gw0k38L4qrQWevJxyK"
375,5,550,"27gw0k38L4qrQWevJxyK"
376,24,4,"27gw0k38L4xLWevJxyKR"
377,13335,5,"27gw0k38L4xLWevJxyKR"
378,3064,5,"27gw0k38L4xLWevJxyKR"
379,977,5,"27gw0k38L4xLWevJxyKR"
380,818,5,"27gw0k38L4xLWevJxyKR"
381,813,5,"27gw0k38L4xLWevJxyKR"
382,351,5,"27gw0k38L4xLWevJxyKR"
383,200,5,"27gw0k38L4xLWevJxyKR"
384,118,5,"27gw0k38L4xLWevJxyKR"
385,62,5,"27gw0k38L4xLWevJxyKR"
386,38,5,"27gw0k38L4xLWevJxyKR"
387,35,5,"27gw0k38L4xLWevJxyKR"
388,1,5,"27gw0k38L4xLWevJxyKR"
389,11623,6,"27gw0k38L4xLWevJxyKR"
390,3852,6,"27gw0k38L4xLWevJxyKR"
391,1,70000,"27gw0k38L4z9NWevJxyK"
392,1,95000,"27gw0k38L4z9NWevJxyK"
393,1,99000,"27gw0k38L4z9NWevJxyK"
394,1,950000,"27gw0k38L4z9NWevJxyK"
395,1,999999,"27gw0k38L4z9NWevJxyK"
396,2,710000,"3Zbym56qLx0WLBRp7Eek"
397,1,750000,"3Zbym56qLx0WLBRp7Eek"
398,1,400000,"3Zbym56qLxAyQBRp7Eek"
399,3459,72,"3Zbym56qLxRNBRp7Eekd"
400,15850,73,"3Zbym56qLxRNBRp7Eekd"
401,8908,73,"3Zbym56qLxRNBRp7Eekd"
402,7830,73,"3Zbym56qLxRNBRp7Eekd"
403,30000,74,"3Zbym56qLxRNBRp7Eekd"
404,7705,75,"3Zbym56qLxRNBRp7Eekd"
405,1500,76,"3Zbym56qLxRNBRp7Eekd"
406,3646,77,"3Zbym56qLxRNBRp7Eekd"
407,2209,83,"3Zbym56qLxRNBRp7Eekd"
408,1195,100,"3Zbym56qLxRNBRp7Eekd"
409,1,150,"3Zbym56qLxRNBRp7Eekd"
410,1,500,"3Zbym56qLxRNBRp7Eekd"
411,1,1000,"3Zbym56qLxRNBRp7Eekd"
412,1,18000,"3Zbym56qLxb1NBRp7Eek"
413,1,22000,"3Zbym56qLxb1NBRp7Eek"
414,1,22000,"3Zbym56qLxb1NBRp7Eek"
415,1,30000,"3Zbym56qLxb1NBRp7Eek"
416,1,35000,"3Zbym56qLxb1NBRp7Eek"
417,1,36000,"3Zbym56qLxb1NBRp7Eek"
418,1,40000,"3Zbym56qLxb1NBRp7Eek"
419,1,70000,"3Zbym56qLxb1NBRp7Eek"
420,1620,114,"3Zbym56qLxdWLBRp7Eek"
421,126,120,"3Zbym56qLxdWLBRp7Eek"
422,81,133,"3Zbym56qLxdWLBRp7Eek"
423,1,200,"3Zbym56qLxdWLBRp7Eek"
424,1,200,"3Zbym56qLxdWLBRp7Eek"
425,1,212,"3Zbym56qLxdWLBRp7Eek"
426,1,250,"3Zbym56qLxdWLBRp7Eek"
427,6,699,"3Zbym56qLxdWLBRp7Eek"
428,1,50000,"3Zbym56qLxdWLBRp7Eek"
429,7,51,"3Zbym56qLxg5YBRp7Eek"
430,4,52,"3Zbym56qLxg5YBRp7Eek"
431,11,53,"3Zbym56qLxg5YBRp7Eek"
432,1,53,"3Zbym56qLxg5YBRp7Eek"
433,27,54,"3Zbym56qLxg5YBRp7Eek"
434,379,55,"3Zbym56qLxg5YBRp7Eek"
435,21,59,"3Zbym56qLxg5YBRp7Eek"
436,713,60,"3Zbym56qLxg5YBRp7Eek"
437,16,60,"3Zbym56qLxg5YBRp7Eek"
438,11,63,"3Zbym56qLxg5YBRp7Eek"
439,9,64,"3Zbym56qLxg5YBRp7Eek"
440,18,65,"3Zbym56qLxg5YBRp7Eek"
441,20,66,"3Zbym56qLxg5YBRp7Eek"
442,14,67,"3Zbym56qLxg5YBRp7Eek"
443,14,70,"3Zbym56qLxg5YBRp7Eek"
444,2,3399,"3Zbym56qLxjRNBRp7Eek"
445,12,3400,"3Zbym56qLxjRNBRp7Eek"
446,1,3400,"3Zbym56qLxjRNBRp7Eek"
447,4,3799,"3Zbym56qLxjRNBRp7Eek"
448,2,5399,"3Zbym56qLxjRNBRp7Eek"
449,4,6450,"3Zbym56qLxjRNBRp7Eek"
450,11,13400,"3Zbym56qLxjRNBRp7Eek"
451,1,28999,"3Zbym56qLxoPYBRp7Eek"
452,1,29000,"3Zbym56qLxoPYBRp7Eek"
453,1,29400,"3Zbym56qLxoPYBRp7Eek"
454,1,30000,"3Zbym56qLxoPYBRp7Eek"
455,1,33333,"3Zbym56qLxoPYBRp7Eek"
456,1,34700,"3Zbym56qLxoPYBRp7Eek"
457,1,34799,"3Zbym56qLxoPYBRp7Eek"
458,1,38000,"3Zbym56qLxoPYBRp7Eek"
459,1,50000,"3Zbym56qLxoPYBRp7Eek"
460,1,55555,"3Zbym56qLxoPYBRp7Eek"
461,1,62990,"3Zbym56qLxoPYBRp7Eek"
462,1,65000,"3Zbym56qLxoPYBRp7Eek"
463,1,100000,"3Zbym56qLxoPYBRp7Eek"
464,1,27987,"3Zbym56qLxyEQBRp7Eek"
465,1,28000,"3Zbym56qLxyEQBRp7Eek"
466,1,399999,"3Zbym56qLxyEQBRp7Eek"
467,2,6250,"3Zbym56qLxzyNBRp7Eek"
468,1,6300,"3Zbym56qLxzyNBRp7Eek"
469,1,6999,"3Zbym56qLxzyNBRp7Eek"
470,1,8000,"3Zbym56qLxzyNBRp7Eek"
471,1,9999,"3Zbym56qLxzyNBRp7Eek"
472,1,9999,"3Zbym56qLxzyNBRp7Eek"
473,1,10000,"3Zbym56qLxzyNBRp7Eek"
474,2,15000,"3Zbym56qLxzyNBRp7Eek"
475,1,20000,"3Zbym56qLxzyNBRp7Eek"
476,1,25000,"3Zbym56qLxzyNBRp7Eek"
477,2,69998,"3Zbym56qLxzyNBRp7Eek"
478,143,25,"3ZvrGV8RQp2yY2wgA5jD"
479,141,25,"3ZvrGV8RQp2yY2wgA5jD"
480,141,25,"3ZvrGV8RQp2yY2wgA5jD"
481,141,25,"3ZvrGV8RQp2yY2wgA5jD"
482,112,25,"3ZvrGV8RQp2yY2wgA5jD"
483,110,25,"3ZvrGV8RQp2yY2wgA5jD"
484,83,25,"3ZvrGV8RQp2yY2wgA5jD"
485,72,25,"3ZvrGV8RQp2yY2wgA5jD"
486,68,25,"3ZvrGV8RQp2yY2wgA5jD"
487,67,25,"3ZvrGV8RQp2yY2wgA5jD"
488,65,25,"3ZvrGV8RQp2yY2wgA5jD"
489,65,25,"3ZvrGV8RQp2yY2wgA5jD"
490,64,25,"3ZvrGV8RQp2yY2wgA5jD"
491,64,25,"3ZvrGV8RQp2yY2wgA5jD"
492,64,25,"3ZvrGV8RQp2yY2wgA5jD"
493,1,14500,"3ZvrGV8RQp5BN2wgA5jD"
494,1,15000,"3ZvrGV8RQp5BN2wgA5jD"
495,1,16000,"3ZvrGV8RQp5BN2wgA5jD"
496,2,15999,"3ZvrGV8RQp7dL2wgA5jD"
497,1,17000,"3ZvrGV8RQp7dL2wgA5jD"
498,1,18500,"3ZvrGV8RQp7dL2wgA5jD"
499,1,18998,"3ZvrGV8RQp7dL2wgA5jD"
500,1,19999,"3ZvrGV8RQp7dL2wgA5jD"
501,1,20000,"3ZvrGV8RQp7dL2wgA5jD"
502,1,26499,"3ZvrGV8RQp7dL2wgA5jD"
503,1,12500,"3ZvrGV8RQpAmN2wgA5jD"
504,1,13000,"3ZvrGV8RQpAmN2wgA5jD"
505,1,14000,"3ZvrGV8RQpAmN2wgA5jD"
506,1,14999,"3ZvrGV8RQpAmN2wgA5jD"
507,1,25000,"3ZvrGV8RQpAmN2wgA5jD"
508,1,25000,"3ZvrGV8RQpAmN2wgA5jD"
509,1,30000,"3ZvrGV8RQpAmN2wgA5jD"
510,5,35000,"3ZvrGV8RQpAmN2wgA5jD"
511,1,50000,"3ZvrGV8RQpAmN2wgA5jD"
512,1,75000,"3ZvrGV8RQpAmN2wgA5jD"
513,11,19,"3ZvrGV8RQpGwL2wgA5jD"
514,1907,20,"3ZvrGV8RQpGwL2wgA5jD"
515,6,22,"3ZvrGV8RQpGwL2wgA5jD"
516,73,23,"3ZvrGV8RQpGwL2wgA5jD"
517,105,24,"3ZvrGV8RQpGwL2wgA5jD"
518,16,24,"3ZvrGV8RQpGwL2wgA5jD"
519,215,25,"3ZvrGV8RQpGwL2wgA5jD"
520,64,40,"3ZvrGV8RQpGwL2wgA5jD"
521,1,50,"3ZvrGV8RQpGwL2wgA5jD"
522,9,59,"3ZvrGV8RQpGwL2wgA5jD"
523,3,89,"3ZvrGV8RQpGwL2wgA5jD"
524,590,148,"3ZvrGV8RQpGwL2wgA5jD"
525,12,150,"3ZvrGV8RQpGwL2wgA5jD"
526,1,355,"3ZvrGV8RQpMyN2wgA5jD"
527,1,375,"3ZvrGV8RQpMyN2wgA5jD"
528,1,390,"3ZvrGV8RQpMyN2wgA5jD"
529,1,400,"3ZvrGV8RQpMyN2wgA5jD"
530,1,400,"3ZvrGV8RQpMyN2wgA5jD"
531,2,540,"3ZvrGV8RQpMyN2wgA5jD"
532,1,550,"3ZvrGV8RQpMyN2wgA5jD"
533,1,699,"3ZvrGV8RQpMyN2wgA5jD"
534,1,699,"3ZvrGV8RQpMyN2wgA5jD"
535,2,700,"3ZvrGV8RQpMyN2wgA5jD"
536,1,700,"3ZvrGV8RQpMyN2wgA5jD"
537,1,770,"3ZvrGV8RQpMyN2wgA5jD"
538,1,770,"3ZvrGV8RQpMyN2wgA5jD"
539,2,780,"3ZvrGV8RQpMyN2wgA5jD"
540,1,780,"3ZvrGV8RQpMyN2wgA5jD"
541,20,49,"3ZvrGV8RQpPdQ2wgA5jD"
542,23,50,"3ZvrGV8RQpPdQ2wgA5jD"
543,22,50,"3ZvrGV8RQpPdQ2wgA5jD"
544,22,50,"3ZvrGV8RQpPdQ2wgA5jD"
545,22,50,"3ZvrGV8RQpPdQ2wgA5jD"
546,1,50,"3ZvrGV8RQpPdQ2wgA5jD"
547,1,50,"3ZvrGV8RQpPdQ2wgA5jD"
548,1,50,"3ZvrGV8RQpPdQ2wgA5jD"
549,1,50,"3ZvrGV8RQpPdQ2wgA5jD"
